SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Sep 15 20:01:46 BRT 2023
User: Alunos
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4F07961
Integration Time (usec): 100000 (USB4F07961)
Spectra Averaged: 1 (USB4F07961)
Boxcar Smoothing: 0 (USB4F07961)
Correct for Electrical Dark: No (USB4F07961)
Strobe/Lamp Enabled: No (USB4F07961)
Correct for Detector Non-linearity: No (USB4F07961)
Correct for Stray Light: No (USB4F07961)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
178,13	1267,69
178,35	1267,69
178,57	1267,69
178,78	1333,23
179,00	1251,31
179,22	1533,93
179,44	1550,31
179,66	1474,54
179,87	1482,73
180,09	1394,67
180,31	1482,73
180,53	1409,00
180,75	1384,43
180,96	1382,38
181,18	1447,91
181,40	1370,09
181,62	1439,72
181,84	1433,58
182,05	1513,45
182,27	1423,34
182,49	1468,39
182,71	1443,82
182,92	1529,83
183,14	1505,26
183,36	1474,54
183,58	1447,91
183,80	1611,75
184,01	1464,30
184,23	1521,64
184,45	1554,41
184,67	1505,26
184,89	1538,02
185,10	1523,69
185,32	1439,72
185,54	1482,73
185,76	1486,83
185,97	1464,30
186,19	1488,87
186,41	1458,15
186,63	1415,15
186,84	1456,11
187,06	1484,78
187,28	1531,88
187,50	1384,43
187,72	1523,69
187,93	1515,50
188,15	1521,64
188,37	1499,11
188,59	1464,30
188,80	1513,45
189,02	1441,77
189,24	1497,07
189,46	1480,68
189,67	1550,31
189,89	1488,87
190,11	1480,68
190,33	1570,79
190,54	1472,49
190,76	1513,45
190,98	1484,78
191,20	1439,72
191,41	1499,11
191,63	1587,18
191,85	1441,77
192,07	1447,91
192,28	1458,15
192,50	1472,49
192,72	1456,11
192,94	1439,72
193,15	1460,20
193,37	1523,69
193,59	1583,08
193,81	1447,91
194,02	1482,73
194,24	1464,30
194,46	1521,64
194,67	1472,49
194,89	1406,95
195,11	1490,92
195,33	1484,78
195,54	1488,87
195,76	1460,20
195,98	1431,53
196,20	1529,83
196,41	1460,20
196,63	1501,16
196,85	1568,74
197,06	1384,43
197,28	1505,26
197,50	1406,95
197,72	1495,02
197,93	1435,63
198,15	1521,64
198,37	1419,24
198,58	1492,97
198,80	1452,01
199,02	1431,53
199,24	1464,30
199,45	1462,25
199,67	1441,77
199,89	1480,68
200,10	1406,95
200,32	1460,20
200,54	1427,43
200,76	1433,58
200,97	1458,15
201,19	1386,47
201,41	1449,96
201,62	1484,78
201,84	1423,34
202,06	1538,02
202,28	1458,15
202,49	1538,02
202,71	1562,60
202,93	1480,68
203,14	1488,87
203,36	1521,64
203,58	1406,95
203,79	1443,82
204,01	1427,43
204,23	1456,11
204,44	1546,22
204,66	1472,49
204,88	1542,12
205,10	1540,07
205,31	1472,49
205,53	1499,11
205,75	1492,97
205,96	1439,72
206,18	1497,07
206,40	1433,58
206,61	1400,81
206,83	1417,19
207,05	1433,58
207,26	1472,49
207,48	1386,47
207,70	1456,11
207,91	1452,01
208,13	1439,72
208,35	1490,92
208,56	1406,95
208,78	1490,92
209,00	1499,11
209,21	1464,30
209,43	1490,92
209,65	1447,91
209,86	1427,43
210,08	1447,91
210,30	1482,73
210,51	1554,41
210,73	1507,30
210,95	1390,57
211,16	1513,45
211,38	1384,43
211,60	1447,91
211,81	1400,81
212,03	1548,26
212,25	1523,69
212,46	1472,49
212,68	1548,26
212,90	1417,19
213,11	1468,39
213,33	1515,50
213,55	1499,11
213,76	1554,41
213,98	1445,87
214,20	1468,39
214,41	1421,29
214,63	1505,26
214,84	1458,15
215,06	1488,87
215,28	1466,35
215,49	1480,68
215,71	1468,39
215,93	1578,98
216,14	1433,58
216,36	1476,59
216,58	1462,25
216,79	1431,53
217,01	1443,82
217,22	1431,53
217,44	1640,42
217,66	1521,64
217,87	1476,59
218,09	1406,95
218,31	1406,95
218,52	1529,83
218,74	1492,97
218,95	1480,68
219,17	1402,86
219,39	1476,59
219,60	1603,56
219,82	1456,11
220,04	1472,49
220,25	1480,68
220,47	1441,77
220,68	1540,07
220,90	1411,05
221,12	1497,07
221,33	1390,57
221,55	1538,02
221,77	1550,31
221,98	1538,02
222,20	1456,11
222,41	1505,26
222,63	1460,20
222,85	1556,46
223,06	1501,16
223,28	1466,35
223,49	1452,01
223,71	1390,57
223,93	1527,78
224,14	1513,45
224,36	1589,22
224,57	1505,26
224,79	1482,73
225,01	1431,53
225,22	1474,54
225,44	1480,68
225,65	1417,19
225,87	1488,87
226,09	1484,78
226,30	1533,93
226,52	1464,30
226,73	1431,53
226,95	1621,99
227,17	1515,50
227,38	1427,43
227,60	1509,35
227,81	1480,68
228,03	1452,01
228,24	1507,30
228,46	1525,74
228,68	1447,91
228,89	1474,54
229,11	1529,83
229,32	1490,92
229,54	1492,97
229,75	1492,97
229,97	1433,58
230,19	1357,80
230,40	1425,39
230,62	1415,15
230,83	1540,07
231,05	1513,45
231,26	1447,91
231,48	1464,30
231,70	1574,89
231,91	1374,19
232,13	1529,83
232,34	1529,83
232,56	1488,87
232,77	1447,91
232,99	1445,87
233,21	1701,86
233,42	1425,39
233,64	1521,64
233,85	1406,95
234,07	1425,39
234,28	1517,54
234,50	1447,91
234,71	1521,64
234,93	1587,18
235,15	1382,38
235,36	1447,91
235,58	1409,00
235,79	1439,72
236,01	1464,30
236,22	1521,64
236,44	1671,14
236,65	1415,15
236,87	1513,45
237,08	1505,26
237,30	1466,35
237,52	1392,62
237,73	1439,72
237,95	1497,07
238,16	1390,57
238,38	1513,45
238,59	1531,88
238,81	1497,07
239,02	1456,11
239,24	1515,50
239,45	1464,30
239,67	1490,92
239,88	1480,68
240,10	1474,54
240,31	1460,20
240,53	1431,53
240,74	1497,07
240,96	1531,88
241,18	1464,30
241,39	1425,39
241,61	1505,26
241,82	1447,91
242,04	1423,34
242,25	1447,91
242,47	1402,86
242,68	1464,30
242,90	1562,60
243,11	1427,43
243,33	1492,97
243,54	1540,07
243,76	1433,58
243,97	1529,83
244,19	1476,59
244,40	1480,68
244,62	1417,19
244,83	1423,34
245,05	1464,30
245,26	1449,96
245,48	1406,95
245,69	1540,07
245,91	1464,30
246,12	1384,43
246,34	1447,91
246,55	1538,02
246,77	1386,47
246,98	1488,87
247,20	1406,95
247,41	1472,49
247,63	1423,34
247,84	1431,53
248,06	1566,70
248,27	1515,50
248,49	1505,26
248,70	1464,30
248,92	1458,15
249,13	1447,91
249,35	1501,16
249,56	1484,78
249,78	1357,80
249,99	1433,58
250,21	1533,93
250,42	1433,58
250,64	1515,50
250,85	1490,92
251,06	1529,83
251,28	1464,30
251,49	1509,35
251,71	1439,72
251,92	1431,53
252,14	1482,73
252,35	1449,96
252,57	1447,91
252,78	1570,79
253,00	1423,34
253,21	1464,30
253,43	1406,95
253,64	1472,49
253,86	1490,92
254,07	1398,76
254,28	1398,76
254,50	1501,16
254,71	1472,49
254,93	1384,43
255,14	1439,72
255,36	1513,45
255,57	1447,91
255,79	1480,68
256,00	1538,02
256,22	1484,78
256,43	1464,30
256,64	1513,45
256,86	1542,12
257,07	1406,95
257,29	1411,05
257,50	1366,00
257,72	1427,43
257,93	1480,68
258,15	1597,42
258,36	1277,93
258,57	1472,49
258,79	1441,77
259,00	1472,49
259,22	1382,38
259,43	1409,00
259,65	1466,35
259,86	1480,68
260,08	1423,34
260,29	1646,57
260,50	1415,15
260,72	1816,55
260,93	1441,77
261,15	1464,30
261,36	1468,39
261,58	1439,72
261,79	1460,20
262,00	1417,19
262,22	1587,18
262,43	1488,87
262,65	1406,95
262,86	1476,59
263,07	1423,34
263,29	1492,97
263,50	1423,34
263,72	1538,02
263,93	1441,77
264,15	1488,87
264,36	1366,00
264,57	1488,87
264,79	1574,89
265,00	1449,96
265,22	1480,68
265,43	1540,07
265,64	1417,19
265,86	1439,72
266,07	1449,96
266,29	1439,72
266,50	1464,30
266,71	1452,01
266,93	1431,53
267,14	1472,49
267,36	1464,30
267,57	1603,56
267,78	1443,82
268,00	1587,18
268,21	1538,02
268,43	1525,74
268,64	1398,76
268,85	1366,00
269,07	1513,45
269,28	1505,26
269,50	1425,39
269,71	1423,34
269,92	1488,87
270,14	1564,65
270,35	1409,00
270,56	1546,22
270,78	1546,22
270,99	1439,72
271,21	1447,91
271,42	1425,39
271,63	1521,64
271,85	1550,31
272,06	1466,35
272,27	1406,95
272,49	1439,72
272,70	1507,30
272,92	1472,49
273,13	1447,91
273,34	1474,54
273,56	1464,30
273,77	1570,79
273,98	1531,88
274,20	1554,41
274,41	1447,91
274,63	1433,58
274,84	1460,20
275,05	1472,49
275,27	1464,30
275,48	1515,50
275,69	1513,45
275,91	1452,01
276,12	1423,34
276,33	1474,54
276,55	1482,73
276,76	1505,26
276,97	1507,30
277,19	1439,72
277,40	1382,38
277,61	1476,59
277,83	1447,91
278,04	1447,91
278,26	1513,45
278,47	1474,54
278,68	1521,64
278,90	1488,87
279,11	1415,15
279,32	1554,41
279,54	1505,26
279,75	1501,16
279,96	1521,64
280,18	1505,26
280,39	1523,69
280,60	1480,68
280,82	1589,22
281,03	1529,83
281,24	1578,98
281,46	1488,87
281,67	1501,16
281,88	1398,76
282,10	1431,53
282,31	1402,86
282,52	1472,49
282,74	1406,95
282,95	1499,11
283,16	1482,73
283,37	1501,16
283,59	1443,82
283,80	1505,26
284,01	1630,18
284,23	1415,15
284,44	1515,50
284,65	1603,56
284,87	1398,76
285,08	1542,12
285,29	1521,64
285,51	1478,63
285,72	1460,20
285,93	1507,30
286,15	1476,59
286,36	1433,58
286,57	1497,07
286,78	1466,35
287,00	1490,92
287,21	1431,53
287,42	1472,49
287,64	1499,11
287,85	1554,41
288,06	1513,45
288,28	1517,54
288,49	1466,35
288,70	1366,00
288,91	1529,83
289,13	1482,73
289,34	1505,26
289,55	1419,24
289,77	1415,15
289,98	1550,31
290,19	1482,73
290,40	1456,11
290,62	1523,69
290,83	1435,63
291,04	1472,49
291,26	1349,61
291,47	1466,35
291,68	1515,50
