Comprimento	Intensity
489.63	1529.83
489.83	1519.59
490.04	1558.50
490.24	1554.41
490.44	1447.91
490.64	1447.91
490.84	1460.20
491.04	1566.70
491.24	1538.02
491.44	1529.83
491.65	1656.81
491.85	1570.79
492.05	1685.48
492.25	1562.60
492.45	1640.42
492.65	1603.56
492.85	1531.88
493.05	1603.56
493.26	1562.60
493.46	1546.22
493.66	1562.60
493.86	1439.72
494.06	1497.07
494.26	1578.98
494.46	1578.98
494.66	1466.35
494.86	1556.46
495.07	1464.30
495.27	1460.20
495.47	1490.92
495.67	1521.64
495.87	1546.22
496.07	1431.53
496.27	1513.45
496.47	1578.98
496.67	1484.78
496.87	1472.49
497.08	1480.68
497.28	1529.83
497.48	1515.50
497.68	1587.18
497.88	1554.41
498.08	1466.35
498.28	1562.60
498.48	1456.11
498.68	1490.92
498.88	1497.07
499.08	1521.64
499.29	1497.07
499.49	1507.30
499.69	1505.26
499.89	1437.67
500.09	1433.58
500.29	1521.64
500.49	1517.54
500.69	1605.61
500.89	1509.35
501.09	1478.63
501.29	1644.52
501.49	1433.58
501.69	1449.96
501.89	1521.64
502.09	1533.93
502.30	1464.30
502.50	1546.22
502.70	1607.66
502.90	1597.42
503.10	1460.20
