Comprimento	Intensity
426.17	2602.97
426.37	2744.28
426.58	2703.32
426.79	2750.42
426.99	2867.16
427.20	2807.77
427.40	2883.54
427.61	2852.82
427.81	2930.64
428.02	2967.51
428.22	2957.27
428.43	3069.91
428.63	3020.75
428.84	3143.63
429.04	3102.67
429.25	3340.24
429.45	3274.70
429.66	3219.41
429.86	3325.90
430.07	3299.28
430.27	3325.90
430.48	3487.69
430.68	3514.31
430.89	3639.24
431.09	3688.39
431.30	3547.08
431.50	3817.41
431.71	3897.28
431.91	3921.86
432.12	3889.09
432.32	3897.28
432.53	4085.70
432.73	4069.31
432.94	4093.89
433.14	4229.06
433.35	4298.69
433.55	4276.16
433.76	4358.08
433.96	4622.27
434.17	4609.98
434.37	4782.01
434.58	4655.03
434.78	4937.65
434.99	5019.57
435.19	4972.47
435.40	5101.49
435.60	5226.42
435.81	5398.45
436.01	5437.36
436.22	5724.07
436.42	5470.12
436.63	5511.08
436.83	5830.57
437.04	5988.26
437.24	5855.14
437.45	5916.58
437.65	5781.42
437.86	6289.31
438.06	6227.87
438.26	6473.63
438.47	6358.94
438.67	6621.08
438.88	6635.42
439.08	6762.39
439.29	6977.43
439.49	7036.82
439.70	7231.38
439.90	7231.38
440.11	7526.29
440.31	7567.24
440.52	7575.44
440.72	7894.92
440.92	7804.81
441.13	7837.58
441.33	8357.76
441.54	8705.92
441.74	8478.59
441.95	8480.64
442.15	9084.79
442.36	8927.10
442.56	9457.52
442.76	9553.77
442.97	9535.34
443.17	9584.49
443.38	10049.38
443.58	9754.48
443.79	10028.90
443.99	10504.03
444.19	10999.64
444.40	10987.35
444.60	11016.02
444.81	11069.27
445.01	11564.88
445.22	11220.82
445.42	11904.84
445.62	12203.85
445.83	12515.14
446.03	12490.56
446.24	12912.44
446.44	13227.83
446.64	13432.63
446.85	12963.64
447.05	13817.65
447.26	14092.07
447.46	14221.10
447.67	14489.38
447.87	14714.66
448.07	15660.82
448.28	15435.54
448.48	15257.37
448.69	15212.31
448.89	15869.71
449.09	16105.23
449.30	16355.08
449.50	17024.76
449.71	16705.28
449.91	17731.31
450.11	17204.99
450.32	17293.05
450.52	17409.78
450.72	18210.54
450.93	18274.03
451.13	18589.41
451.34	18956.00
451.54	19089.12
451.74	18777.83
451.95	18630.37
452.15	18650.85
452.36	18908.90
452.56	20192.97
452.76	19097.31
452.97	19670.74
453.17	20674.24
453.37	19666.64
453.58	19939.02
453.78	20584.13
453.98	20094.67
454.19	19605.20
454.39	19390.17
454.60	20127.44
454.80	19695.32
455.00	19965.65
455.21	18925.28
455.41	20287.18
455.61	19310.30
455.82	19250.91
456.02	18511.59
456.22	18609.89
456.43	18413.29
456.63	18986.72
456.84	19220.19
457.04	18743.01
457.24	17514.23
457.45	18302.70
457.65	18544.36
457.85	17819.38
458.06	17370.87
458.26	16897.79
458.46	17102.59
458.67	17434.36
458.87	16512.77
459.07	16162.57
459.28	15892.24
459.48	15877.90
459.68	15550.23
459.89	15302.42
460.09	15230.74
460.29	15357.72
460.50	14288.68
460.70	14559.01
460.90	14243.62
461.11	14473.00
461.31	14442.28
461.51	14010.15
461.72	13831.98
461.92	13965.10
462.12	13055.80
462.32	12808.00
462.53	13432.63
462.73	13334.32
462.93	13092.66
463.14	12631.87
463.34	12078.92
463.54	12085.06
463.75	12171.08
463.95	12080.97
464.15	12214.09
464.36	12482.37
464.56	11788.11
464.76	11861.84
464.96	11605.84
465.17	11534.16
465.37	11253.59
465.57	11470.67
465.78	11648.85
465.98	11155.29
466.18	11302.74
466.39	10993.50
466.59	11370.32
466.79	11253.59
466.99	11380.56
467.20	11171.67
467.40	10903.39
467.60	10819.42
467.81	10780.51
468.01	10952.54
468.21	10868.57
468.41	10696.54
468.62	10549.09
468.82	10420.06
469.02	10499.94
469.22	10458.98
469.43	10444.64
469.63	10534.75
469.83	10434.40
470.04	10458.98
470.24	10411.87
470.44	10307.43
470.64	10602.33
470.85	10286.95
471.05	9832.30
471.25	9971.56
471.45	9844.59
471.66	10116.97
471.86	10086.25
472.06	9934.70
472.26	9836.39
472.47	9492.34
472.67	9713.52
472.87	9928.55
473.07	9525.10
473.28	9258.87
473.48	9197.43
473.68	9228.15
473.88	9316.21
474.09	9240.44
474.29	9052.02
474.49	9138.04
474.69	9222.00
474.90	9205.62
475.10	8992.63
475.30	8888.18
475.50	8755.07
475.70	8673.15
475.91	8820.60
476.11	8515.45
476.31	8783.74
476.51	8533.89
476.72	8583.04
476.92	8374.14
477.12	8329.09
477.32	8011.65
477.53	8140.68
477.73	8177.54
477.93	7960.45
478.13	7968.65
478.33	7804.81
478.54	7841.67
478.74	7747.47
478.94	7665.55
479.14	7784.33
479.34	7624.59
479.55	7632.78
479.75	7673.74
479.95	7774.09
480.15	7538.57
480.35	7632.78
480.56	7419.79
480.76	7593.87
480.96	7514.00
481.16	7317.39
481.36	7536.52
481.57	7313.30
481.77	7296.91
481.97	7194.51
482.17	7069.59
482.37	7266.19
482.58	7198.61
482.78	7237.52
482.98	7206.80
483.18	7245.71
483.38	6987.67
483.58	7198.61
483.79	7186.32
483.99	7092.12
484.19	7167.89
484.39	7114.64
484.59	7174.03
484.80	6961.05
485.00	7034.77
485.20	7018.39
485.40	6985.62
485.60	6940.57
485.80	6959.00
486.01	7002.01
486.21	6829.98
486.41	7165.84
486.61	7165.84
486.81	6897.56
487.01	6877.08
487.22	6920.09
487.42	6911.89
