Comprimento	Intensity
362.13	1415.15
362.34	1482.73
362.55	1472.49
362.76	1439.72
362.97	1513.45
363.18	1480.68
363.39	1476.59
363.60	1523.69
363.81	1464.30
364.01	1550.31
364.22	1535.98
364.43	1472.49
364.64	1458.15
364.85	1562.60
365.06	1466.35
365.27	1488.87
365.48	1513.45
365.69	1480.68
365.89	1447.91
366.10	1431.53
366.31	1488.87
366.52	1447.91
366.73	1523.69
366.94	1652.71
367.15	1466.35
367.36	1480.68
367.57	1599.46
367.77	1562.60
367.98	1505.26
368.19	1513.45
368.40	1531.88
368.61	1525.74
368.82	1468.39
369.03	1499.11
369.23	1636.33
369.44	1392.62
369.65	1474.54
369.86	1480.68
370.07	1515.50
370.28	1554.41
370.49	1482.73
370.70	1546.22
370.90	1529.83
371.11	1509.35
371.32	1458.15
371.53	1482.73
371.74	1368.04
371.95	1560.55
372.16	1439.72
372.36	1497.07
372.57	1538.02
372.78	1492.97
372.99	1433.58
373.20	1472.49
373.41	1374.19
373.61	1509.35
373.82	1523.69
374.03	1497.07
374.24	1546.22
374.45	1566.70
374.66	1562.60
374.86	1603.56
375.07	1439.72
375.28	1621.99
375.49	1431.53
375.70	1546.22
375.91	1538.02
376.11	1439.72
376.32	1513.45
376.53	1540.07
376.74	1570.79
376.95	1988.58
377.16	1619.94
377.36	1521.64
377.57	1556.46
377.78	1464.30
377.99	1558.50
378.20	1513.45
378.40	1538.02
378.61	1517.54
378.82	1468.39
379.03	1570.79
379.24	1632.23
379.45	1394.67
379.65	1474.54
379.86	1492.97
380.07	1409.00
380.28	1525.74
380.49	1513.45
380.69	1570.79
380.90	1681.38
381.11	1466.35
381.32	1554.41
381.53	1595.37
381.73	1507.30
381.94	1505.26
382.15	1439.72
382.36	1540.07
382.57	1554.41
382.77	1484.78
382.98	1435.63
383.19	1488.87
383.40	1538.02
383.60	1492.97
383.81	1484.78
384.02	1587.18
384.23	1464.30
384.44	1464.30
384.64	1529.83
384.85	1531.88
385.06	1456.11
385.27	1488.87
385.48	1529.83
385.68	1488.87
385.89	1464.30
386.10	1521.64
386.31	1488.87
386.51	1538.02
386.72	1464.30
386.93	1521.64
387.14	1505.26
387.34	1439.72
387.55	1431.53
387.76	1482.73
387.97	1458.15
388.17	1538.02
388.38	1550.31
388.59	1529.83
388.80	1449.96
389.01	1482.73
389.21	1472.49
389.42	1562.60
389.63	1507.30
389.84	1431.53
390.04	1517.54
390.25	1449.96
390.46	1542.12
390.67	1497.07
390.87	1488.87
391.08	1507.30
391.29	1546.22
391.49	1597.42
391.70	1415.15
391.91	1562.60
392.12	1556.46
392.32	1505.26
392.53	1546.22
392.74	1406.95
392.95	1392.62
393.15	1519.59
393.36	1507.30
393.57	1509.35
393.78	1476.59
393.98	1595.37
394.19	1542.12
394.40	1624.04
394.60	1495.02
394.81	1415.15
395.02	1447.91
395.23	1499.11
395.43	1562.60
395.64	1583.08
395.85	1452.01
396.06	1497.07
396.26	1540.07
396.47	1400.81
396.68	1394.67
396.88	1566.70
397.09	1400.81
397.30	1538.02
397.50	1554.41
397.71	1554.41
397.92	1589.22
398.13	1529.83
398.33	1382.38
398.54	1542.12
398.75	1482.73
398.95	1538.02
399.16	1587.18
399.37	1468.39
399.57	1546.22
399.78	1525.74
399.99	1513.45
400.20	1595.37
400.40	1466.35
400.61	1439.72
400.82	1406.95
401.02	1529.83
401.23	1566.70
401.44	1427.43
401.64	1521.64
401.85	1474.54
402.06	1542.12
402.26	1538.02
402.47	1431.53
402.68	1646.57
402.88	1456.11
403.09	1578.98
403.30	1554.41
403.50	1449.96
403.71	1574.89
403.92	1525.74
404.12	1458.15
404.33	1499.11
404.54	1497.07
404.74	1513.45
404.95	1556.46
405.16	1488.87
405.36	1578.98
405.57	1462.25
405.78	1562.60
405.98	1482.73
406.19	1415.15
406.40	1488.87
406.60	1546.22
406.81	1335.28
407.02	1513.45
407.22	1464.30
407.43	1431.53
407.64	1464.30
407.84	1443.82
408.05	1497.07
408.26	1456.11
408.46	1538.02
408.67	1589.22
408.87	1503.21
409.08	1474.54
409.29	1611.75
409.49	1406.95
409.70	1624.04
409.91	1562.60
410.11	1472.49
410.32	1488.87
410.53	1447.91
410.73	1507.30
410.94	1472.49
411.14	1456.11
411.35	1587.18
411.56	1447.91
411.76	1630.18
411.97	1464.30
412.18	1515.50
412.38	1515.50
412.59	1435.63
412.79	1449.96
413.00	1546.22
413.21	1480.68
413.41	1523.69
413.62	1466.35
413.82	1554.41
414.03	1542.12
414.24	1544.17
414.44	1472.49
414.65	1460.20
414.86	1533.93
415.06	1597.42
415.27	1476.59
415.47	1505.26
415.68	1546.22
415.89	1492.97
416.09	1456.11
416.30	1480.68
416.50	1529.83
416.71	1566.70
416.92	1439.72
417.12	1452.01
417.33	1456.11
417.53	1357.80
417.74	1437.67
417.94	1480.68
418.15	1513.45
418.36	1439.72
418.56	1460.20
418.77	1546.22
418.97	1531.88
419.18	1513.45
419.39	1431.53
419.59	1529.83
419.80	1482.73
420.00	1505.26
420.21	1398.76
420.41	1460.20
420.62	1509.35
420.83	1531.88
421.03	1456.11
421.24	1464.30
421.44	1521.64
421.65	1538.02
421.85	1533.93
422.06	1415.15
422.27	1578.98
422.47	1529.83
422.68	1515.50
422.88	1597.42
423.09	1460.20
423.29	1554.41
423.50	1472.49
423.70	1531.88
423.91	1484.78
424.12	1441.77
424.32	1474.54
424.53	1447.91
424.73	1624.04
424.94	1513.45
425.14	1476.59
425.35	1570.79
425.55	1550.31
425.76	1574.89
425.96	1513.45
426.17	1490.92
426.37	1515.50
426.58	1531.88
426.79	1519.59
426.99	1540.07
427.20	1538.02
427.40	1531.88
427.61	1464.30
427.81	1554.41
428.02	1480.68
428.22	1501.16
428.43	1441.77
428.63	1433.58
428.84	1480.68
429.04	1406.95
429.25	1589.22
429.45	1562.60
429.66	1499.11
429.86	1482.73
430.07	1499.11
430.27	1468.39
430.48	1570.79
430.68	1480.68
430.89	1558.50
431.09	1472.49
431.30	1472.49
431.50	1597.42
431.71	1607.66
431.91	1507.30
432.12	1411.05
432.32	1562.60
432.53	1466.35
432.73	1515.50
432.94	1466.35
433.14	1482.73
433.35	1472.49
433.55	1523.69
433.76	1398.76
433.96	1505.26
434.17	1501.16
434.37	1488.87
434.58	1523.69
434.78	1558.50
434.99	1464.30
435.19	1447.91
435.40	1505.26
435.60	1472.49
435.81	1570.79
436.01	1472.49
436.22	1538.02
436.42	1564.65
436.63	1576.94
436.83	1402.86
437.04	1603.56
437.24	1443.82
437.45	1464.30
437.65	1480.68
437.86	1513.45
438.06	1513.45
438.26	1488.87
438.47	1482.73
438.67	1423.34
438.88	1466.35
439.08	1505.26
439.29	1538.02
439.49	1505.26
439.70	1497.07
439.90	1431.53
440.11	1546.22
440.31	1554.41
440.52	1482.73
440.72	1540.07
440.92	1480.68
441.13	1452.01
441.33	1488.87
441.54	1497.07
441.74	1499.11
441.95	1513.45
442.15	1591.27
442.36	1556.46
442.56	1554.41
442.76	1415.15
442.97	1402.86
443.17	1398.76
443.38	1550.31
443.58	1468.39
443.79	1439.72
443.99	1505.26
444.19	1509.35
444.40	1472.49
444.60	1499.11
444.81	1439.72
445.01	1562.60
445.22	1417.19
445.42	1505.26
445.62	1593.32
445.83	1464.30
446.03	1531.88
446.24	1531.88
446.44	1566.70
446.64	1472.49
446.85	1499.11
447.05	1570.79
447.26	1472.49
447.46	1505.26
447.67	1468.39
447.87	1476.59
448.07	1550.31
448.28	1482.73
448.48	1578.98
448.69	1472.49
448.89	1480.68
449.09	1456.11
449.30	1439.72
449.50	1431.53
449.71	1441.77
449.91	1482.73
450.11	1505.26
450.32	1439.72
450.52	1433.58
450.72	1449.96
450.93	1521.64
451.13	1542.12
451.34	1482.73
451.54	1497.07
451.74	1517.54
451.95	1523.69
452.15	1456.11
452.36	1521.64
452.56	1513.45
452.76	1505.26
452.97	1449.96
453.17	1515.50
453.37	1439.72
453.58	1466.35
453.78	1499.11
453.98	1538.02
454.19	1509.35
454.39	1464.30
454.60	1513.45
454.80	1581.03
455.00	1615.85
455.21	1472.49
455.41	1501.16
455.61	1501.16
455.82	1509.35
456.02	1406.95
456.22	1499.11
456.43	1484.78
456.63	1599.46
456.84	1497.07
457.04	1513.45
457.24	1449.96
457.45	1497.07
457.65	1515.50
457.85	1513.45
458.06	1464.30
458.26	1466.35
458.46	1482.73
458.67	1546.22
458.87	1619.94
459.07	1513.45
