Comprimento	Intensity
463.14	1626.09
463.34	1474.54
463.54	1546.22
463.75	1605.61
463.95	1507.30
464.15	1677.29
464.36	1529.83
464.56	1613.80
464.76	1415.15
464.96	1578.98
465.17	1439.72
465.37	1456.11
465.57	1447.91
465.78	1517.54
465.98	1425.39
466.18	1482.73
466.39	1474.54
466.59	1587.18
466.79	1466.35
466.99	1431.53
467.20	1462.25
467.40	1554.41
467.60	1406.95
467.81	1476.59
468.01	1578.98
468.21	1447.91
468.41	1486.83
468.62	1578.98
468.82	1480.68
469.02	1482.73
469.22	1478.63
469.43	1488.87
469.63	1531.88
469.83	1497.07
470.04	1572.84
470.24	1578.98
470.44	1492.97
470.64	1497.07
470.85	1441.77
471.05	1531.88
471.25	1546.22
471.45	1433.58
471.66	1542.12
471.86	1447.91
472.06	1488.87
472.26	1591.27
472.47	1570.79
472.67	1546.22
472.87	1525.74
473.07	1513.45
473.28	1433.58
473.48	1527.78
473.68	1556.46
473.88	1509.35
474.09	1517.54
474.29	1458.15
474.49	1597.42
474.69	1484.78
474.90	1468.39
475.10	1525.74
475.30	1554.41
475.50	1507.30
475.70	1472.49
475.91	1554.41
476.11	1484.78
476.31	1669.09
476.51	1570.79
476.72	1529.83
476.92	1417.19
477.12	1472.49
477.32	1480.68
477.53	1505.26
477.73	1517.54
477.93	1523.69
478.13	1472.49
478.33	1529.83
478.54	1505.26
478.74	1603.56
478.94	1513.45
479.14	1472.49
479.34	1613.80
479.55	1589.22
479.75	1558.50
479.95	1546.22
480.15	1562.60
480.35	1654.76
480.56	1589.22
480.76	1630.18
480.96	1583.08
481.16	1640.42
481.36	1581.03
481.57	1513.45
481.77	1566.70
481.97	1648.61
482.17	1529.83
482.37	1578.98
482.58	1562.60
482.78	1562.60
482.98	1611.75
483.18	1603.56
483.38	1611.75
483.58	1572.84
483.79	1603.56
483.99	1603.56
484.19	1734.63
484.39	1636.33
484.59	1759.21
484.80	1767.40
485.00	1785.83
485.20	1982.43
485.40	3053.52
485.60	9090.93
485.80	21814.96
486.01	36128.22
486.21	46091.58
486.41	54430.91
486.61	56302.76
486.81	50197.76
487.01	41868.67
487.22	34803.18
487.42	28706.38
487.62	23207.58
487.82	17915.63
488.02	13180.73
488.22	9637.74
488.42	6834.07
488.63	4675.51
488.83	3213.26
489.03	2381.79
489.23	2115.55
489.43	1873.89
489.63	1873.89
489.83	1720.29
490.04	1726.44
490.24	1644.52
490.44	1673.19
490.64	1587.18
